ticker,as_of_date,available_date,sector,is_financial,market_cap_brl,price_to_earnings,price_to_book,ev_to_ebit,free_cash_flow_yield,roe,roic,debt_to_ebitda,interest_coverage,operating_margin,revenue_growth_3y,average_daily_value_brl,source,decision_date,mapping_method,snapshot_vintage
BAUH4.SA,2011-09-30,2011-10-27,Alimentos,False,7363408.3,4.153078567399887,2.0812346806105144,2.579945616493194,0.3272940874404588,0.5011305822498586,0.5511915269196822,1.0206871074990764,2.272975432211101,0.0779650436953807,,2233.5,"CVM ITR 2011, ref 2011-09-30, receipt 2011-10-27; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 8998, received 2011-05-31",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BBAS3.SA,2011-09-30,2011-11-03,Bancos,True,69487113409.63,5.459367927550731,1.2346871450994106,,,0.2261593579118481,,,,,,159225708.61666667,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-03; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 9670, received 2011-06-10",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BBDC3.SA,2011-09-30,2011-10-26,Bancos,True,48402777940.9,4.275921190894082,0.9006491566248963,,,0.210632777456914,,,,,,13138017.583333334,"CVM ITR 2011, ref 2011-09-30, receipt 2011-10-26; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7190, received 2011-05-05",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BBDC4.SA,2011-09-30,2011-10-26,Bancos,True,58729717735.61,5.1882072741268255,1.0928065081714986,,,0.210632777456914,,,,,,176420359.28333333,"CVM ITR 2011, ref 2011-09-30, receipt 2011-10-26; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7190, received 2011-05-05",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BDLL4.SA,2011-09-30,2011-11-11,"Máquinas, Equipamentos, Veículos e Peças",False,81410256.0,4.458148841793987,0.1766474114867108,7.774201421634175,-0.3853568523356566,0.0396234889761165,0.0473333555414903,1.9480717138149628,1.027144251274081,0.0406884593852775,,291642.93617021275,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-11; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 3204, received 2010-10-11",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BEEF3.SA,2011-09-30,2011-11-03,Alimentos,False,549832488.4,9.774973571085708,0.7367347193525479,7.776312402871372,-0.8707288312357936,0.075369484530557,0.1161853566625505,,0.5767080571193123,0.063078455398917,,900539.8,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-03; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 2066, received 2010-08-25",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BEMA3.SA,2011-09-30,2011-11-08,Comunicação e Informática,False,201116253.0,,0.5875009216387935,,0.177459551217872,-0.1000306726064412,-0.1840415339170449,999.0,-5.350650602409639,-0.1890113107844005,,383752.38333333336,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-08; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7725, received 2011-05-12",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BHGR3.SA,2011-09-30,2011-11-10,Emp. Adm. Part. - Hospedagem e Turismo,False,655425393.84,146.89049615419094,0.9014959161093856,42.83997313865632,-0.4578919322025272,0.0061371970257564,0.0215071708869237,4.866345287916512,0.7804605944696789,0.1164323713852646,,181316.45,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-10; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 8550, received 2011-05-26",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BICB4.SA,2011-09-30,2011-11-14,Bancos,True,778011671.36,3.6674444770434618,0.3885269761818559,,,0.1059394296529527,,,,,,1316893.6333333333,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-14; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 2799, received 2010-09-01",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BISA3.SA,2011-09-30,2011-11-11,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",False,385232421.0,5.677204978189106,0.9478188002686736,2.1092336298564542,-0.6351775880254897,0.166951660880669,0.4591917555866046,0.8479701805445155,63.49220672682527,0.239237562989689,,18692528.116666667,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-11; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7111, received 2011-05-04",2012-01-02,official_b3_issuer_unique_prefix,B3/CVM point-in-time full-universe gate
BMEB4.SA,2011-09-30,2011-11-14,Bancos,True,108284328.3,0.7724993814830139,0.151805425831686,,,0.1965120354404116,,,,,,87584.92857142857,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-14; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 6628, received 2011-04-20",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BMIN4.SA,2011-09-30,2011-11-14,Bancos,True,26275298.4,5.767185776997366,0.5078333668341708,,,0.0880556629300347,,,,,,14192.830188679243,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-14; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7133, received 2011-05-04",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BMTO4.SA,2011-09-30,2011-11-03,"Máquinas, Equipamentos, Veículos e Peças",False,1371220369.64,11.024355565882248,1.8073859851109035,10.57932508045391,-0.0001319992059682,0.1639448196595121,0.1710122182723212,-0.0130935551899144,201.0139751552795,,,31340.689655172413,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-03; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 9441, received 2011-06-01",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BNBR4.SA,2011-09-30,2011-11-14,Bancos,True,1463650788.0,2.652334099866808,0.6071282362491429,,,0.2289033784543323,,,,,,11986.04,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-14; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 9415, received 2011-06-01",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BRAP3.SA,2011-09-30,2011-11-14,Emp. Adm. Part. - Extração Mineral,False,4165783666.0,1.9879275404298935,0.4779621903783486,1.6695597157871302,0.1047706830199088,0.2404324004057956,0.3065354181414099,0.1892473098055147,6.136805382506853,0.5912935703365908,,317791.87272727274,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-14; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 8356, received 2011-05-19",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BRAP4.SA,2011-09-30,2011-11-14,Emp. Adm. Part. - Extração Mineral,False,7421443850.24,3.5415407525980163,0.851501144282089,2.8092046612142827,0.0588095805623976,0.2404324004057956,0.3065354181414099,0.1892473098055147,6.136805382506853,0.5912935703365908,,27932716.716666665,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-14; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 8356, received 2011-05-19",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BRFS3.SA,2011-09-30,2011-10-27,Emp. Adm. Part. - Alimentos,False,31016423895.3,19.36124489012069,2.188442217850321,17.383454420049105,-0.008163126763249,0.1130321025466187,0.1089548306337188,1.5915120919002834,1.8126284242417283,0.0820859777798909,,61577010.266666666,"CVM ITR 2011, ref 2011-09-30, receipt 2011-10-27; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 5189, received 2011-03-10",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BRKM3.SA,2011-09-30,2011-11-10,Petroquímicos e Borracha,False,5406478684.110001,133.60876520721612,0.536609932331201,7.102027539776929,0.2437954678104826,0.0040162779103523,0.1092964654318849,2.646645907741764,0.6732916899921343,0.0725474710626725,,56443.59615384616,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-10; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7525, received 2011-05-10",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BRSR5.SA,2011-09-30,2011-11-07,Bancos,True,74628700.0,0.0805447088662241,0.0173630019461884,,,0.2155697399692192,,,,,,25145.636363636364,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-07; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7440, received 2011-05-10",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BRSR6.SA,2011-09-30,2011-11-07,Bancos,True,3903893526.0,4.213365199935244,0.908274040545398,,,0.2155697399692192,,,,,,6404142.85,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-07; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7440, received 2011-05-10",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BSLI3.SA,2011-09-30,2011-11-14,Bancos,True,763399212.5,2.7848072538576587,0.9099427649701474,,,0.3267525117616839,,,,,,15433.142857142857,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-14; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7379, received 2011-05-09",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
BSLI4.SA,2011-09-30,2011-11-14,Bancos,True,222172000.0,0.8104621894721482,0.2648205560978982,,,0.3267525117616839,,,,,,5372.166666666667,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-14; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7379, received 2011-05-09",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
CARD3.SA,2011-09-30,2011-11-09,Emp. Adm. Part. - Sem Setor Principal,False,219057902.47,9.356650541175464,1.41472802726668,6.610191703958261,-0.0440111947174347,0.1512002634961024,0.2000250871779433,0.706697606408341,2.7448361332966127,0.1028616839840131,,263324.01666666666,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-09; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 8596, received 2011-05-27",2012-01-02,official_b3_issuer_unique_prefix,B3/CVM point-in-time full-universe gate
CBEE3.SA,2011-09-30,2011-10-31,Energia Elétrica,False,7374329926678.479,38620.98725092295,4230.682912442137,16798.84526922249,-1.970592602241403e-05,0.1095436241687745,0.1448958497654565,2.031932595338381,1.6327695591702551,0.1320827655087557,,53500.0,"CVM ITR 2011, ref 2011-09-30, receipt 2011-10-31; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7323, received 2011-05-09",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
CBMA4.SA,2011-09-30,2011-11-11,"Máquinas, Equipamentos, Veículos e Peças",False,4359652.5,,,,-1.4686950393408649,,,,-0.086963923164928,-655.433962264151,,10202.127659574468,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-11; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7024, received 2011-05-03",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
CCIM3.SA,2011-09-30,2011-11-11,"Construção Civil, Mat. Constr. e Decoração",False,463300000.0,,0.6763187705099907,,-0.3619361105115476,-0.0953386119188592,-0.0004721334706005,452.6951219512195,-0.0103065808027212,-0.0006884029827559,,266873.9,"CVM ITR 2011, ref 2011-09-30, receipt 2011-11-11; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 8327, received 2011-05-19",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
CEPE6.SA,2011-09-30,2011-10-31,Energia Elétrica,False,34152286.0,0.1044552967371756,0.0214726862450086,2.5877125281683355,4.971731614100444,0.2055681896059035,0.1730416597477394,1.949053614740879,2.0113042115508337,0.1689245685728596,,12173.0,"CVM ITR 2011, ref 2011-09-30, receipt 2011-10-31; CVM DFP 2010 TTM bridge on accumulated periods; EBITDA = EBIT (3.05) + depreciation/amortisation add-back (6.01.01.x); net debt = 2.01.04 + 2.02.01 - (1.01.01 + 1.01.02); interest coverage = EBIT / CVM standardized financial expenses (3.06.02), a broader concept than interest alone; market snapshot: B3 COTAHIST 2012-01-02; CVM FRE document 7660, received 2011-05-12",2012-01-02,official_b3_isin_cnpj,B3/CVM point-in-time full-universe gate
