date,wealth,gross_return,net_return,turnover,friction_cost,equity_cap
2011-07-08,94.75508116267187,-0.050749188373350185,-0.05244918837328127,1.1333333332873876,0.0016999999999310815,0.4
2011-08-08,97.72752098029495,0.032043762409468934,0.03136971422693541,0.4493654550223506,0.0006740481825335258,0.4
2011-09-06,98.39285760751162,0.007125504148335349,0.006808078426043565,0.21161714819452215,0.0003174257222917832,0.6
2011-10-06,99.63457594406725,0.012931803443427592,0.012620004812837577,0.20786575372667607,0.0003117986305900141,0.6
2011-11-08,101.91934485407897,0.02293148626732089,0.02293148626732089,0.0,0.0,0.6
2011-12-08,102.55763248119027,0.006262673960720111,0.006262673960720111,0.0,0.0,0.6
2012-01-09,103.5600952686317,0.00977462879347657,0.00977462879347657,0.0,0.0,0.6
2012-02-08,108.86636962385747,0.051688600705116494,0.05123860055807658,0.3000000980266103,0.0004500001470399155,0.6
2012-03-13,109.84227249903246,0.00905460918394363,0.008964227231484063,0.06025463497304479,9.038195245956719e-05,0.6
2012-04-12,109.5368643071752,-0.002780424921197455,-0.002780424921197455,0.0,0.0,0.6
2012-05-14,109.28033446538001,-0.002082338264025596,-0.0023419498396064927,0.17307438372059777,0.00025961157558089667,0.6
2012-06-13,108.0588772096285,-0.010918447201671566,-0.01117728328456443,0.17255738859524322,0.00025883608289286485,0.8
2012-07-13,110.02354158738257,0.01887010672591738,0.018181425057218727,0.4591211124657678,0.0006886816686986517,0.8
2012-08-13,112.71996411829272,0.02610329439918191,0.0245076871004795,1.0637381991349404,0.0015956072987024107,0.8
2012-09-12,111.69874692672029,-0.009003254215795953,-0.009059772149153017,0.03767862223804255,5.651793335706383e-05,0.8
2012-10-11,111.07389295371497,-0.005110069733756828,-0.0055941001147958155,0.3226869206926582,0.0004840303810389873,0.8
2012-11-13,120.56587600533881,0.08635847474395697,0.08545647225652926,0.6013349916184703,0.0009020024874277055,0.8
2012-12-14,121.30496175565266,0.006586064500720301,0.006130140424485536,0.30394938415650974,0.0004559240762347646,0.8
2013-01-18,117.82205919229028,-0.028221910275239348,-0.02871195467154974,0.3266962642069276,0.0004900443963103914,0.8
2013-02-21,118.1206353928814,0.0030016300862250045,0.0025341281814115534,0.3116679365423007,0.00046750190481345105,0.8
2013-03-22,115.47769267398046,-0.022226062589726592,-0.022374944988318327,0.09925493239449056,0.00014888239859173585,0.8
2013-04-23,121.62948865716407,0.05375753832230079,0.053272591794430196,0.32329768524706337,0.00048494652787059504,0.8
2013-05-23,108.8544547527493,-0.10441207343178127,-0.1050323736904267,0.41353350576361975,0.0006203002586454297,0.8
2013-06-24,111.89410845043494,0.028705842376756774,0.02792401748361942,0.5212165954249013,0.0007818248931373519,0.8
2013-07-24,110.30728665493824,-0.013497863508601715,-0.014181459752187143,0.45573082905695217,0.0006835962435854283,0.8
2013-08-22,111.35301697005829,0.010834727503859831,0.009480156269198176,0.9030474897744369,0.0013545712346616555,0.8
2013-09-20,114.73533434640908,0.03128025054436567,0.030374725969573357,0.6036830498615439,0.0009055245747923158,0.6
2013-10-21,114.29571395710836,-0.0038316042028815334,-0.0038316042028815334,0.0,0.0,0.6
2013-11-21,113.82015264790525,-0.004160797397718463,-0.004160797397718463,0.0,0.0,0.6
2013-12-20,109.11266543308933,-0.04085136079340701,-0.041358995795570556,0.3384233347756984,0.0005076350021635476,0.6
2014-01-24,109.87313479759673,0.008190278551326813,0.006969579209608266,0.8137995611456981,0.0012206993417185471,0.6
2014-02-24,111.70769414820147,0.017147069143899074,0.01669706934260376,0.2999998675302086,0.0004499998012953129,0.6
2014-03-27,114.19730681242616,0.022286850366114885,0.022286850366114885,0.0,0.0,0.6
2014-04-29,113.26135789092078,-0.007295894591766827,-0.008195893122442196,0.5999990204502459,0.0008999985306753688,0.6
2014-05-29,114.62265976269659,0.012444229898004755,0.01201912017589291,0.2834064814078956,0.0004251097221118434,0.6
2014-07-01,119.10141764720682,0.03999392548497749,0.03907393087704146,0.6133297386240186,0.000919994607936028,0.6
2014-07-31,126.7740197131123,0.06493539869515308,0.06442074508829676,0.343102404570875,0.0005146536068563125,0.6
2014-08-29,122.3463973719834,-0.03441110054640717,-0.034925313176536826,0.34280842008643697,0.0005142126301296555,0.6
2014-09-29,114.64037088776628,-0.06250238211113102,-0.06298531587152197,0.32195584026063595,0.00048293376039095393,0.6
2014-10-28,116.51183492757302,0.017570977785856368,0.016324650952489785,0.8308845555777218,0.0012463268333665826,0.6
2014-11-27,111.0921399970872,-0.04528319039517037,-0.0465162610635636,0.8220471122621553,0.001233070668393233,0.6
2014-12-30,112.00335968827625,0.008535799204572259,0.008202377694884163,0.2222810064587306,0.0003334215096880959,0.6
2015-01-30,114.69929445736277,0.024299263758818634,0.024070124115827807,0.15275976199388447,0.0002291396429908267,0.4
2015-03-04,115.62101752458754,0.008087496093872826,0.008035995963056318,0.03433342054433862,5.150013081650793e-05,0.4
2015-04-02,118.7326283557049,0.02701404210368219,0.026912155745867413,0.06792423854318376,0.00010188635781477565,0.4
2015-05-06,116.79393655935912,-0.01564189079622269,-0.016328214267587494,0.45754898090986873,0.0006863234713648031,0.4
2015-06-05,120.57876286976634,0.03277426726976995,0.03240601714356658,0.24550008413558497,0.0003682501262033775,0.4
2015-07-06,120.99823437800335,0.0036106217770048854,0.0034788174820640965,0.08786952996052588,0.00013180429494078882,0.4
2015-08-05,119.28774619147262,-0.014002093884391997,-0.014136472282621002,0.08958559881933609,0.00013437839822900413,0.4
2015-09-03,120.73071885306985,0.012149906053415815,0.012096570751542739,0.035556867915384566,5.333530187307685e-05,0.4
2015-10-05,119.3078721881683,-0.011732771521249852,-0.011785291087624161,0.03501304424953952,5.2519566374309285e-05,0.4
2015-11-05,119.41363046727533,0.0012416696140564731,0.0008864316927908412,0.2368252808437546,0.00035523792126563187,0.4
2015-12-07,119.3260669306696,-0.0007332792434422419,-0.0007332792434422419,0.0,0.0,0.4
2016-01-11,120.6007913189889,0.011077636063130614,0.010682698433863094,0.2632917528450137,0.00039493762926752057,0.4
2016-02-12,121.93642101876776,0.011074800464999646,0.011074800464999646,0.0,0.0,0.4
2016-03-14,123.31533703846867,0.011462817243439227,0.011308483619415674,0.10288908268236852,0.0001543336240235528,0.4
2016-04-13,121.33815851298606,-0.0155835176175817,-0.01603351677874284,0.2999994407740939,0.0004499991611611409,0.4
2016-05-13,122.63618779035822,0.011074787252103535,0.010697618072333239,0.2514461198468644,0.0003771691797702966,0.4
2016-06-14,123.99435936727835,0.011074802645055115,0.011074802645055115,0.0,0.0,0.4
2016-07-13,128.93768426673523,0.04044705263037707,0.03986733690695123,0.38647714895055507,0.0005797157234258327,0.4
2016-08-11,129.68330177512843,0.0065327741002330075,0.005782774156628523,0.4999999624029899,0.0007499999436044848,0.4
2016-09-12,135.1144162063047,0.042349213901510696,0.041879828450033144,0.3129236343183696,0.00046938545147755446,0.4
2016-10-11,133.46520970776874,-0.011837127853620899,-0.012205999513906801,0.24591444019060105,0.0003688716602859016,0.4
2016-11-11,135.18878124589062,0.013644696216978724,0.012914013636181032,0.48712172053179514,0.0007306825807976928,0.4
2016-12-13,137.5277248050411,0.017727140230596294,0.017301314040965098,0.283884126420798,0.00042582618963119706,0.4
2017-01-12,142.36373635803767,0.035163902841060635,0.035163902841060635,0.0,0.0,0.4
2017-02-13,143.25337965300648,0.0063222360279791,0.006249086443835494,0.04876638942907124,7.314958414360686e-05,0.4
2017-03-16,140.56712951695454,-0.018409864168519308,-0.018751740046612914,0.22791725206240493,0.0003418758780936074,0.4
2017-04-17,148.52890738138848,0.057294306637668324,0.05664039588624887,0.43594050094630155,0.0006539107514194523,0.6
2017-05-18,138.5157219639098,-0.06695195365333162,-0.0674157347146377,0.3091873742040571,0.00046378106130608567,0.6
2017-06-16,144.75201616964924,0.04518201546232303,0.04502228423835018,0.10648748264856833,0.0001597312239728525,0.6
2017-07-17,149.4378596981446,0.033295000210700865,0.03237152512614099,0.6156500563732488,0.0009234750845598732,0.6
2017-08-15,161.11952094837133,0.07864928677278105,0.07817069431951829,0.3190616355085087,0.00047859245326276306,0.6
2017-09-13,161.80459930060127,0.004852884375121214,0.0042519885126115,0.4005972416731422,0.0006008958625097133,0.8
2017-10-12,155.97252515580058,-0.035945727773362246,-0.03604393305264352,0.06547018618751485,9.820527928127227e-05,0.8
2017-11-10,160.2554660018152,0.027845702089454027,0.027459585216924647,0.25741124835292173,0.0003861168725293826,0.8
2017-12-11,170.82804372360965,0.06674505367116401,0.06597327370833456,0.5145199752196328,0.0007717799628294492,0.8
2018-01-10,173.56799674540565,0.01636132620870301,0.016039246028182012,0.21472012034733168,0.00032208018052099754,0.8
2018-02-08,184.3414701231252,0.06230008157881173,0.062070621195924505,0.15297358859147994,0.0002294603828872199,0.8
2018-03-13,181.69504128065142,-0.013398861200349388,-0.01435612312685896,0.6381746176730472,0.0009572619265095708,0.8
2018-04-12,182.8061042988632,0.006755421979326881,0.006114988116244785,0.42695590872139755,0.0006404338630820963,0.8
2018-05-14,159.35055146506085,-0.12776619914744392,-0.1283083676213334,0.36144564925967093,0.0005421684738895064,0.8
2018-06-13,166.29189478972435,0.04378008699131741,0.043560208991090026,0.146585333484924,0.00021987800022738602,0.8
2018-07-13,171.37098779090377,0.030626195560566227,0.030543238487972767,0.055304715062306956,8.295707259346043e-05,0.8
2018-08-13,171.2796659377278,-0.000532889810306636,-0.000532889810306636,0.0,0.0,0.8
2018-09-12,181.83881433668242,0.06256096148261503,0.06164858123201615,0.6082535003992522,0.0009123802505988783,0.8
2018-10-11,186.08645570514446,0.024261695453421828,0.023359376731292125,0.6015458147531354,0.0009023187221297031,0.8
2018-11-13,187.0129788910731,0.005619687065767209,0.004978993137451771,0.4271292855436257,0.0006406939283154386,0.8
2018-12-14,200.93411165581978,0.07451189912742406,0.07443939371103842,0.0483369442570968,7.25054163856452e-05,0.8
2019-01-18,207.08849615962478,0.030962226986076757,0.030628868603191,0.22223892192383862,0.00033335838288575795,0.8
2019-02-19,208.69258394316262,0.00799394069679904,0.007745904834334209,0.16535724164322077,0.0002480358624648312,0.8
2019-03-22,206.62142078867353,-0.009399924873093934,-0.009924469357536785,0.34969632296190023,0.0005245444844428504,0.8
2019-04-23,203.8801187841542,-0.012788782081109673,-0.01326726916336067,0.31899138816733097,0.0004784870822509965,0.8
2019-05-23,213.65506211630745,0.04923546848729887,0.047944563650670916,0.8606032244186383,0.0012909048366279575,0.8
2019-06-24,215.6862231011557,0.010510902667183242,0.009506729982098634,0.669448456723072,0.001004172685084608,0.8
2019-07-24,208.92089326938543,-0.03103666309000508,-0.031366536696214246,0.21991573747277937,0.0003298736062091691,0.8
2019-08-22,213.6567309422881,0.02276158569744613,0.022668090293851983,0.06233026906276331,9.349540359414496e-05,0.8
2019-09-20,214.36275833517013,0.0036296781964813007,0.0033044940347454897,0.21678944115720736,0.00032518416173581106,0.8
2019-10-21,217.08803722778399,0.013184039484460452,0.012713397204717399,0.31376151982870276,0.00047064227974305414,0.8
2019-11-21,238.02169470110255,0.09721101426430478,0.09642934608761294,0.5211121177945577,0.0007816681766918365,0.8
2019-12-20,247.41716908282126,0.039837029227355325,0.03947318496961868,0.24256283849109905,0.0003638442577366486,0.8
2020-01-24,255.274447930008,0.03249416243469083,0.03175720939785141,0.4913020245596125,0.0007369530368394188,0.8
2020-02-26,206.95601371927995,-0.1888488073007084,-0.1892803396600672,0.2876882395725204,0.00043153235935878057,0.8
2020-03-26,210.96567418766986,0.02010417899961303,0.019374457385078453,0.4864810763563862,0.0007297216145345794,0.8
2020-04-28,216.47814525499697,0.026188431520035582,0.026129706117135276,0.03915026860020475,5.872540290030712e-05,0.8
2020-05-28,226.573722103456,0.04685870325748298,0.046635547604896105,0.14877043505791887,0.0002231556525868783,0.8
2020-06-29,244.20954926715052,0.07811853031663518,0.07783703688127529,0.1876622902399298,0.00028149343535989474,0.8
2020-07-28,246.76897357342742,0.010747446396844218,0.010480443184787282,0.17800214137129078,0.00026700321205693617,0.8
2020-08-26,251.50832859029333,0.019205635733844373,0.019205635733844373,0.0,0.0,0.8
2020-09-25,267.4700045867287,0.06352404782646115,0.06346380688822807,0.0401606254887175,6.024093823307625e-05,0.8
2020-10-27,275.61113784210926,0.030537383959353237,0.030437556046553717,0.06655194186634653,9.982791279951979e-05,0.8
2020-11-27,281.2956411021169,0.02071344363164007,0.020625085417499273,0.058905476093866774,8.835821414080017e-05,0.8
2020-12-30,287.46660871077063,0.02199155769619887,0.02193765813247532,0.035933042482366354,5.389956372354953e-05,0.8
2021-02-02,283.7372486533186,-0.012914326639322349,-0.01297319390999001,0.039244847111774145,5.886727066766122e-05,0.8
2021-03-05,291.1676822067075,0.026256480785519454,0.026187726809417725,0.04583598406781923,6.875397610172885e-05,0.8
2021-04-06,290.05756437269713,-0.0027570032270913813,-0.00381264096893247,0.7037584945607258,0.0010556377418410887,0.8
2021-05-06,314.2979446140494,0.08391160783445084,0.08357092942491107,0.22711893969318156,0.00034067840953977234,0.8
2021-06-07,307.27812507553,-0.021950026857482263,-0.022334920284444056,0.2565956179745289,0.00038489342696179337,0.8
2021-07-06,297.7080196329117,-0.030812408836788707,-0.03114476645633626,0.22157174636503582,0.00033235761954755375,0.8
2021-08-05,289.2012753967783,-0.028159765126249403,-0.028574118515929163,0.2762355931198397,0.00041435338967975955,0.8
2021-09-03,270.9564205590539,-0.0625813375611084,-0.0630870483288597,0.3371405118341978,0.0005057107677512967,0.8
2021-10-05,265.1997492088819,-0.02062870671255801,-0.02124574622846923,0.411359677274146,0.000617039515911219,0.8
2021-11-05,276.7457716855748,0.044501590407685754,0.043537079168196345,0.6430074929929375,0.0009645112394894062,0.8
2021-12-07,276.75897376547346,0.00017655676579653168,4.770472126169474e-05,0.08590136302322463,0.00012885204453483694,0.8
2022-01-07,289.2207122669002,0.04547839831250533,0.0450274053696516,0.30066196190248684,0.00045099294285373025,0.6
2022-02-07,296.0291205223931,0.02361792629277537,0.0235405279315194,0.05159890750398074,7.739836125597111e-05,0.6
2022-03-10,301.0362524370244,0.01737509561867645,0.016914322164641647,0.30718230268986924,0.0004607734540348039,0.6
2022-04-08,292.7189016239212,-0.02762906708335111,-0.02762906708335111,0.0,0.0,0.6
2022-05-11,299.92091498277296,0.025013363924188292,0.024603854820775116,0.27300606894211643,0.00040950910341317463,0.4
2022-06-09,300.04510268033715,0.00089347840728915,0.00041406814716925575,0.31960684007992946,0.0004794102601198942,0.4
2022-07-11,320.7541370126926,0.0694950906096643,0.06901973785727304,0.31690183492750423,0.00047535275239125635,0.4
2022-08-09,328.7996763544867,0.025205453721767412,0.02508319741944799,0.08150420154628224,0.00012225630231942335,0.4
2022-09-08,338.13484637181375,0.02863046734214869,0.028391664252317077,0.15920205988774144,0.00023880308983161217,0.4
2022-10-07,329.94765521314923,-0.024212799261930762,-0.024212799261930762,0.0,0.0,0.4
2022-11-09,315.5207300818558,-0.043555565234451143,-0.04372489061021972,0.11288358384571484,0.00016932537576857227,0.4
2022-12-09,320.10885650845336,0.015090246799415619,0.014541442096078116,0.36586980222500176,0.0005488047033375027,0.4
2023-01-10,330.68242725987346,0.03336883069988117,0.03303117216671229,0.2251056887792549,0.0003376585331688824,0.4
2023-02-08,334.5027967889598,0.011799451985280651,0.011552986231360987,0.16431050261310953,0.0002464657539196643,0.4
2023-03-13,339.5710601079173,0.015233056481553486,0.015151632116711639,0.05428290989456571,8.142436484184857e-05,0.4
2023-04-12,354.68213595115594,0.04463957793274953,0.04450048198582154,0.09273063128533102,0.00013909594692799654,0.4
2023-05-15,367.17947272255907,0.03545848216806746,0.035235314961349296,0.14877813781211158,0.00022316720671816738,0.4
2023-06-14,367.16784932705355,4.641111715231183e-05,-3.165589682707622e-05,0.0520446759862587,7.806701397938805e-05,0.4
2023-07-13,376.12537216664884,0.02455231858011997,0.024396261426518386,0.10403810240105708,0.00015605715360158563,0.4
2023-08-11,377.32480628704207,0.003350357894933653,0.0031889210597093555,0.10762455681619858,0.00016143683522429786,0.4
2023-09-12,384.84315900031373,0.020037727036798403,0.019925413299098693,0.07487582513314045,0.00011231373769971068,0.4
2023-10-11,388.97309388784817,0.011047598242368784,0.010731475384056579,0.21074857220813648,0.00031612285831220474,0.4
2023-11-13,395.99042659793463,0.018040663532654877,0.018040663532654877,0.0,0.0,0.4
2023-12-13,412.171301979189,0.041171457240291254,0.040861784261475374,0.20644865254391867,0.000309672978815878,0.4
2024-01-16,414.0164318164627,0.005071984962073062,0.004476609187523809,0.3969171830328351,0.0005953757745492526,0.6
2024-02-16,408.164590407906,-0.013687000470183008,-0.014134321632796721,0.2982141084091424,0.00044732116261371365,0.6
2024-03-18,408.9589010161866,0.002004498002068811,0.0019460546724220575,0.03896221976450215,5.844332964675322e-05,0.6
2024-04-17,414.47059922501194,0.013525336601232008,0.01347738903623273,0.03196504333285215,4.794756499927822e-05,0.6
2024-05-17,410.2127836527209,-0.010272901335468543,-0.010272901335468543,0.0,0.0,0.6
2024-06-18,423.67807422911017,0.032911047523816794,0.03282513639991484,0.05727408260130341,8.591112390195511e-05,0.6
2024-07-17,438.1885954480863,0.034799610730214425,0.034248931208862604,0.3671196809012156,0.0005506795213518235,0.6
2024-08-15,445.72234678725323,0.017245261971215786,0.017192942530745294,0.03487962698032866,5.2319440470493e-05,0.6
2024-09-13,441.48318148485697,-0.009510775784413728,-0.009510775784413728,0.0,0.0,0.6
2024-10-14,442.6087901709914,0.0025496071726869296,0.0025496071726869296,0.0,0.0,0.6
2024-11-12,449.472248562353,0.01596287343047975,0.015506828024608408,0.3040302705808957,0.00045604540587134356,0.6
2024-12-13,447.7588297358191,-0.0033501748932602826,-0.003812068113246754,0.30792881332431443,0.00046189321998647164,0.4
2025-01-17,452.1670792636185,0.009845142596965228,0.009845142596965228,0.0,0.0,0.4
